0	123	97
1	122	101
2	122	103
3	122	103
4	122	103
5	121	102
6	121	102
7	121	102
8	120	102
9	120	101
10	120	101
11	120	101
12	119	101
13	119	101
14	119	100
15	118	101
16	118	100
17	118	102
18	118	103
19	118	103
20	118	103
21	119	103
22	118	103
23	118	102
24	118	102
25	118	102
26	117	101
27	117	101
28	117	101
29	117	101
30	116	100
31	116	100
32	116	100
33	118	102
34	120	103
35	121	103
36	120	103
37	120	102
38	120	102
39	120	102
40	120	102
41	120	101
42	121	101
43	121	101
44	121	101
45	120	100
46	120	100
47	120	100
48	120	101
49	121	102
50	122	103
51	123	103
52	122	103
53	122	102
54	122	102
55	122	102
56	122	102
57	122	101
58	122	101
59	122	101
60	122	101
61	122	100
62	121	100
63	121	100
64	121	100
65	120	100
66	120	99
67	120	99
68	119	99
69	119	99
70	119	98
71	115	94
72	114	94
73	114	94
74	114	94
75	114	94
76	114	97
77	114	99
78	114	99
79	113	99
80	114	99
81	115	99
82	115	98
83	115	98
84	115	98
85	115	97
86	115	97
87	115	97
88	115	96
89	114	96
90	114	95
91	114	95
92	114	95
93	114	95
94	114	94
95	114	94
96	114	94
97	113	93
98	113	93
99	113	93
100	112	93
101	112	93
102	113	94
103	114	99
104	116	102
105	117	102
106	117	101
107	117	101
108	117	101
109	117	100
110	117	100
111	116	100
112	116	100
113	116	100
114	116	100
115	116	99
116	116	99
117	116	99
118	115	98
119	115	98
120	115	98
121	115	97
122	115	97
123	115	96
124	114	96
125	114	96
126	114	95
127	113	95
128	113	95
129	113	95
130	113	94
131	112	94
132	112	93
133	112	94
134	112	94
135	112	95
136	112	96
137	112	97
138	112	97
139	113	98
140	113	98
141	112	98
142	112	98
143	112	98
144	112	98
145	112	98
146	111	97
147	111	97
148	111	97
149	111	97
150	111	97
151	114	99
152	116	100
153	118	101
154	118	100
155	118	100
156	117	100
157	117	100
158	117	100
159	117	99
160	117	99
161	116	99
162	116	99
163	116	98
164	115	98
165	115	98
166	115	98
167	114	100
168	114	100
169	114	100
170	113	100
171	113	100
172	112	100
173	112	100
174	112	100
175	111	99
176	111	99
177	110	99
178	110	99
179	109	99
180	108	98
181	107	98
182	108	99
183	108	100
184	109	101
185	110	101
186	110	102
187	112	101
188	114	101
189	114	100
190	114	100
191	114	100
192	114	100
193	114	100
194	113	100
195	113	100
196	113	99
197	113	99
198	112	99
199	112	100
200	111	100
201	111	100
202	111	100
203	110	100
204	110	100
205	110	100
206	109	100
207	108	100
208	108	100
209	108	100
210	108	100
211	107	100
212	107	100
213	106	100
214	106	101
215	103	110
216	103	110
217	103	111
218	103	111
219	106	114
220	109	114
221	112	115
222	113	115
223	113	117
224	112	117
225	113	118
226	112	118
227	112	119
228	111	119
229	111	120
230	111	120
231	111	121
232	111	121
233	111	122
234	111	123
235	111	124
236	111	125
237	110	128
238	110	129
239	110	130
240	110	131
241	109	131
242	109	133
243	109	134
244	109	134
245	108	135
246	109	135
247	108	135
248	108	136
249	107	137
250	108	138
251	106	139
252	108	139
253	111	139
254	114	140
255	116	140
256	117	141
257	117	141
258	116	141
259	116	141
260	116	142
261	116	143
262	116	143
263	116	144
264	116	144
265	115	144
266	115	145
267	114	146
268	114	144
269	114	140
270	114	137
271	114	137
272	113	139
273	113	139
274	113	139
275	113	141
276	112	142
277	112	141
278	112	142
279	111	143
280	111	144
281	111	144
282	111	145
283	110	147
284	109	145
285	110	142
286	110	141
287	110	141
288	110	141
289	111	142
290	111	142
291	112	143
292	112	144
293	113	144
294	112	145
295	112	146
296	112	147
297	112	147
298	111	149
299	111	149
300	111	149
301	113	144
302	113	142
303	114	142
304	114	142
305	114	143
306	114	144
307	114	145
308	114	146
309	114	147
310	112	148
311	113	149
312	113	149
313	112	151
314	112	152
315	112	152
316	111	151
317	111	147
318	112	145
319	111	145
320	111	145
321	110	147
322	111	148
323	110	149
324	110	149
325	109	150
326	110	151
327	110	151
328	109	152
329	108	154
330	108	155
331	108	155
332	108	154
333	110	149
334	112	144
335	113	144
336	112	145
337	113	146
338	112	147
339	112	148
340	111	148
341	111	150
342	112	151
343	111	151
344	111	152
345	111	153
346	111	154
347	111	155
348	111	155
349	111	150
350	112	148
351	111	148
352	111	149
353	111	149
354	111	150
355	111	151
356	111	152
357	110	153
358	110	153
359	109	165
360	109	166
361	108	167
362	107	166
363	107	159
364	108	155
365	108	156
366	109	156
367	112	150
368	116	146
369	120	147
370	121	147
371	121	148
372	121	149
373	121	149
374	120	150
375	120	151
376	120	152
377	120	153
378	120	153
379	119	154
380	120	155
381	120	155
382	119	156
383	119	157
384	119	157
385	119	158
386	118	159
387	118	160
388	118	161
389	118	161
390	118	162
391	118	163
392	118	163
393	117	163
394	118	164
395	117	165
396	117	165
397	117	166
398	117	165
399	117	160
